location,total_sqft,bed,bath,price,price_per_sqft
Ambedkar Nagar,1852.0,3.0,3.0,130.0,7019.438444924406
Ambedkar Nagar,1850.0,3.0,4.0,120.0,6486.486486486487
Ambedkar Nagar,1367.0,2.0,2.0,86.0,6291.148500365764
Ambedkar Nagar,3565.0,4.0,4.0,255.0,7152.875175315568
Ambedkar Nagar,1409.0,2.0,2.0,95.0,6742.370475514549
Ambedkar Nagar,1950.0,3.0,4.0,120.0,6153.846153846154
Ambedkar Nagar,1921.0,3.0,4.0,129.0,6715.252472670484
Ambedkar Nagar,1920.0,3.0,4.0,121.0,6302.083333333333
Ambedkar Nagar,1935.0,3.0,4.0,125.0,6459.948320413437
Ambedkar Nagar,1852.0,3.0,4.0,122.0,6587.473002159827
Ambedkar Nagar,1950.0,3.0,4.0,120.0,6153.846153846154
Ambedkar Nagar,1852.0,3.0,3.0,125.0,6749.460043196545
Ambedkar Nagar,1850.0,3.0,4.0,121.0,6540.540540540541
Ambedkar Nagar,1425.0,2.0,2.0,94.0,6596.491228070176
Ambedkar Nagar,2395.0,3.0,4.0,150.0,6263.048016701461
Amruthahalli,900.0,2.0,2.0,40.0,4444.444444444444
Amruthahalli,1200.0,2.0,2.0,55.0,4583.333333333333
Amruthahalli,1900.0,3.0,3.0,135.0,7105.263157894737
Amruthahalli,924.0,2.0,2.0,45.0,4870.12987012987
Amruthahalli,900.0,2.0,2.0,60.0,6666.666666666667
Amruthahalli,1100.0,2.0,2.0,45.0,4090.909090909091
Amruthahalli,1200.0,2.0,2.0,55.0,4583.333333333333
Amruthahalli,1350.0,3.0,2.0,63.0,4666.666666666667
Amruthahalli,1605.0,3.0,3.0,65.0,4049.8442367601247
Amruthahalli,1700.0,3.0,3.0,77.0,4529.411764705882
Amruthahalli,1450.0,3.0,2.0,85.0,5862.068965517241
Amruthahalli,1200.0,2.0,2.0,55.0,4583.333333333333
Amruthahalli,1250.0,2.0,2.0,79.0,6320.0
Amruthahalli,1190.0,2.0,2.0,50.0,4201.680672268908
Amruthahalli,1202.0,2.0,2.0,65.0,5407.65391014975
Amruthahalli,1340.0,2.0,2.0,75.0,5597.014925373134
Amruthahalli,2650.0,3.0,4.0,175.0,6603.773584905661
Amruthahalli,1450.0,3.0,2.0,90.0,6206.896551724138
Amruthahalli,1025.0,2.0,2.0,42.0,4097.5609756097565
Amruthahalli,485.0,1.0,1.0,19.5,4020.618556701031
Anandapura,1167.0,2.0,2.0,43.76,3749.7857754927163
Anandapura,1000.0,2.0,2.0,55.0,5500.0
Anandapura,1141.0,2.0,2.0,42.79,3750.219106047327
Anandapura,1576.0,3.0,3.0,59.1,3750.0
Anandapura,1200.0,2.0,2.0,67.0,5583.333333333333
Anandapura,1200.0,2.0,2.0,58.0,4833.333333333333
Anandapura,1151.0,2.0,2.0,43.1,3744.5699391833186
Anandapura,1141.0,2.0,2.0,42.75,3746.7134092900965
Anandapura,900.0,2.0,2.0,48.0,5333.333333333333
Anandapura,1749.0,4.0,4.0,90.0,5145.797598627787
Anandapura,1151.0,2.0,2.0,42.9,3727.193744569939
Anandapura,1576.0,3.0,3.0,58.0,3680.203045685279
Anandapura,1250.0,2.0,2.0,45.0,3600.0
Anandapura,1151.0,2.0,2.0,43.16,3749.7827975673326
Anandapura,1200.0,2.0,2.0,58.0,4833.333333333333
Anandapura,1200.0,3.0,2.0,66.0,5500.0
Anandapura,1415.0,3.0,2.0,74.0,5229.681978798587
Anandapura,1200.0,2.0,2.0,50.0,4166.666666666667
Anandapura,1141.0,2.0,2.0,50.0,4382.120946538124
Anandapura,1576.0,3.0,3.0,58.7,3724.6192893401017
Ananth Nagar,500.0,1.0,1.0,14.0,2800.0
Ananth Nagar,1100.0,2.0,2.0,31.5,2863.6363636363635
Ananth Nagar,982.0,2.0,2.0,24.55,2500.0
Ananth Nagar,500.0,1.0,2.0,14.0,2800.0
Ananth Nagar,900.0,2.0,2.0,22.5,2500.0
Ananth Nagar,908.0,2.0,2.0,26.0,2863.4361233480176
Ananth Nagar,870.0,2.0,2.0,36.0,4137.931034482759
Ananth Nagar,937.0,2.0,2.0,35.0,3735.325506937033
Ananth Nagar,960.0,2.0,2.0,37.0,3854.1666666666665
Ananth Nagar,500.0,1.0,1.0,14.0,2800.0
Ananth Nagar,1000.0,2.0,2.0,29.7,2970.0
Ananth Nagar,850.0,2.0,2.0,25.99,3057.6470588235293
Ananth Nagar,902.0,2.0,2.0,25.26,2800.4434589800444
Ananth Nagar,1470.0,3.0,3.0,54.0,3673.469387755102
Ananth Nagar,810.0,2.0,2.0,25.5,3148.1481481481483
Ananth Nagar,890.0,2.0,2.0,27.0,3033.7078651685392
Ananth Nagar,1200.0,2.0,2.0,36.0,3000.0
Ananth Nagar,1319.0,3.0,3.0,37.75,2862.016679302502
Ananth Nagar,1319.0,3.0,3.0,42.0,3184.230477634572
Ananth Nagar,1000.0,2.0,2.0,25.0,2500.0
Ananth Nagar,902.0,2.0,2.0,25.0,2771.6186252771618
Ananth Nagar,930.0,2.0,2.0,25.99,2794.6236559139784
Ananth Nagar,1074.0,2.0,2.0,26.85,2500.0
Ananth Nagar,500.0,1.0,1.0,14.0,2800.0
Ananth Nagar,1010.0,2.0,2.0,38.0,3762.3762376237623
Ananth Nagar,992.0,2.0,2.0,24.8,2500.0
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,656.0,2.0,2.0,22.0,3353.6585365853657
Anekal,620.0,2.0,2.0,22.0,3548.3870967741937
Anekal,600.0,1.0,1.0,16.5,2750.0
Anekal,925.0,2.0,2.0,40.0,4324.324324324324
Anekal,530.0,1.0,1.0,18.0,3396.2264150943397
Anekal,1800.0,3.0,3.0,68.0,3777.777777777778
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,1035.0,2.0,2.0,38.3,3700.483091787439
Anekal,888.0,2.0,2.0,34.0,3828.828828828829
Anekal,1200.0,2.0,2.0,36.1,3008.3333333333335
Anekal,700.0,2.0,1.0,19.4,2771.428571428571
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,1200.0,4.0,2.0,36.0,3000.0
Anekal,766.0,2.0,2.0,28.0,3655.3524804177546
Anekal,967.0,3.0,2.0,45.0,4653.567735263702
Anekal,620.0,2.0,1.0,23.5,3790.3225806451615
Anekal,1150.0,3.0,3.0,45.0,3913.0434782608695
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,400.0,1.0,1.0,11.5,2875.0
Anekal,456.0,1.0,1.0,15.0,3289.4736842105262
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,1200.0,2.0,1.0,36.0,3000.0
Anekal,2400.0,3.0,4.0,95.0,3958.3333333333335
Anekal,1200.0,2.0,2.0,36.1,3008.3333333333335
Anekal,1200.0,2.0,2.0,36.1,3008.3333333333335
Anekal,680.0,2.0,1.0,21.0,3088.235294117647
Anekal,420.0,1.0,1.0,12.5,2976.190476190476
Anekal,614.0,2.0,1.0,28.0,4560.260586319218
Anekal,1140.0,2.0,2.0,52.0,4561.403508771929
Anekal,625.0,2.0,1.0,25.0,4000.0
Anjanapura,1850.0,4.0,4.0,86.0,4648.648648648648
Anjanapura,1070.0,2.0,2.0,39.0,3644.8598130841124
Anjanapura,1500.0,3.0,3.0,121.0,8066.666666666667
Anjanapura,1070.0,2.0,2.0,37.0,3457.9439252336447
Anjanapura,950.0,2.0,2.0,40.0,4210.526315789473
Anjanapura,1280.0,3.0,2.0,45.0,3515.625
Anjanapura,710.0,2.0,2.0,25.0,3521.1267605633802
Anjanapura,1347.0,3.0,2.0,37.72,2800.2969561989607
Anjanapura,950.0,2.0,2.0,32.0,3368.4210526315787
Anjanapura,1800.0,4.0,4.0,55.0,3055.5555555555557
Anjanapura,1843.0,3.0,3.0,87.54,4749.864351600651
Anjanapura,1076.0,2.0,2.0,30.13,2800.185873605948
Anjanapura,950.0,2.0,2.0,30.0,3157.8947368421054
Ardendale,1750.0,3.0,3.0,100.0,5714.285714285715
Ardendale,3198.0,4.0,4.0,200.0,6253.908692933083
Ardendale,2422.0,4.0,4.0,160.0,6606.110652353427
Ardendale,1750.0,3.0,3.0,100.0,5714.285714285715
Ardendale,3200.0,4.0,4.0,205.0,6406.25
Ardendale,1728.0,3.0,3.0,95.0,5497.685185185185
Ardendale,2062.0,4.0,3.0,140.0,6789.524733268671
Ardendale,1732.46,3.0,3.0,92.0,5310.367916142364
Ardendale,2062.0,4.0,3.0,150.0,7274.4907856450045
Ardendale,2800.0,4.0,4.0,140.0,5000.0
Ardendale,1224.0,2.0,2.0,70.0,5718.954248366013
Ardendale,1777.26,3.0,3.0,105.0,5907.970696465346
Ardendale,1650.0,3.0,3.0,82.0,4969.69696969697
Ardendale,2062.0,4.0,3.0,140.0,6789.524733268671
Ardendale,1650.0,3.0,3.0,82.0,4969.69696969697
Ardendale,1224.0,2.0,2.0,67.0,5473.856209150327
Ardendale,1723.0,3.0,3.0,95.0,5513.6390017411495
Ardendale,1777.26,3.0,3.0,89.0,5007.7084950991975
Ardendale,1777.26,3.0,3.0,92.0,5176.507657855351
Arekere,2060.0,3.0,3.0,140.0,6796.116504854369
Arekere,920.0,2.0,2.0,40.0,4347.826086956522
Arekere,1740.0,3.0,2.0,95.0,5459.770114942528
Arekere,1190.0,2.0,2.0,55.0,4621.848739495798
Arekere,600.0,1.0,1.0,28.0,4666.666666666667
Arekere,2072.0,3.0,3.0,108.0,5212.355212355213
Arekere,1100.0,2.0,2.0,55.0,5000.0
Arekere,900.0,2.0,2.0,50.0,5555.555555555556
Arekere,2710.0,4.0,6.0,142.0,5239.852398523985
Arekere,1240.0,2.0,2.0,60.0,4838.709677419355
Arekere,900.0,2.0,2.0,44.5,4944.444444444444
Attibele,450.0,1.0,1.0,11.0,2444.4444444444443
Attibele,1600.0,4.0,4.0,52.8,3300.0
Attibele,656.0,2.0,2.0,25.0,3810.9756097560976
Attibele,400.0,1.0,1.0,11.0,2750.0
Attibele,400.0,1.0,1.0,12.0,3000.0
Attibele,400.0,1.0,1.0,14.0,3500.0
Attibele,500.0,1.0,1.0,17.0,3400.0
Attibele,2168.0,4.0,4.0,95.0,4381.918819188192
Attibele,395.0,1.0,1.0,10.25,2594.9367088607596
Attibele,420.0,1.0,1.0,17.0,4047.6190476190477
Attibele,1639.0,3.0,2.0,40.98,2500.305064063453
Attibele,418.0,1.0,1.0,12.0,2870.813397129187
Attibele,1200.0,2.0,2.0,42.0,3500.0
Attibele,400.0,1.0,1.0,10.0,2500.0
Attibele,695.0,2.0,1.0,25.0,3597.122302158273
Attibele,850.0,2.0,1.0,25.0,2941.176470588235
Attibele,2400.0,3.0,3.0,120.0,5000.0
Attibele,450.0,1.0,1.0,12.5,2777.777777777778
Attibele,995.0,2.0,1.0,24.88,2500.502512562814
Attibele,900.0,2.0,1.0,25.0,2777.777777777778
Attibele,1174.0,2.0,2.0,29.35,2500.0
Attibele,782.0,1.0,1.0,19.55,2500.0
Attibele,1175.0,2.0,2.0,29.38,2500.425531914894
Attibele,656.0,2.0,2.0,25.0,3810.9756097560976
Attibele,400.0,1.0,1.0,11.5,2875.0
Attibele,460.0,1.0,1.0,13.0,2826.086956521739
Attibele,418.0,1.0,2.0,11.5,2751.196172248804
Attibele,1000.0,2.0,2.0,42.0,4200.0
Attibele,550.0,1.0,1.0,11.5,2090.909090909091
Attibele,996.0,2.0,2.0,24.9,2500.0
Attibele,410.0,1.0,1.0,10.0,2439.0243902439024
Attibele,1700.0,3.0,3.0,65.0,3823.529411764706
Attibele,400.0,1.0,1.0,10.25,2562.5
Attibele,656.0,2.0,2.0,25.0,3810.9756097560976
Attibele,1500.0,3.0,3.0,90.0,6000.0
Attibele,520.0,1.0,1.0,15.0,2884.6153846153848
BEML Layout,1060.0,2.0,2.0,55.0,5188.679245283019
BEML Layout,2000.0,3.0,3.0,85.0,4250.0
BEML Layout,999.0,2.0,2.0,45.0,4504.504504504504
BEML Layout,2400.0,5.0,4.0,225.0,9375.0
BEML Layout,2000.0,3.0,2.0,85.0,4250.0
BEML Layout,1194.0,2.0,2.0,65.0,5443.886097152429
BEML Layout,1200.0,2.0,2.0,67.0,5583.333333333333
BEML Layout,2400.0,2.0,2.0,228.0,9500.0
BEML Layout,2000.0,3.0,3.0,85.0,4250.0
BEML Layout,2000.0,3.0,3.0,85.0,4250.0
BEML Layout,1194.0,2.0,2.0,65.0,5443.886097152429
BTM 2nd Stage,1260.0,3.0,5.0,185.0,14682.539682539682
BTM 2nd Stage,950.0,2.0,2.0,52.0,5473.684210526316
BTM 2nd Stage,1850.0,3.0,3.0,170.0,9189.18918918919
BTM 2nd Stage,1200.0,2.0,2.0,80.0,6666.666666666667
BTM 2nd Stage,1274.0,2.0,2.0,70.0,5494.505494505494
BTM 2nd Stage,1250.0,3.0,3.0,50.0,4000.0
BTM 2nd Stage,1070.0,2.0,2.0,48.0,4485.981308411215
BTM 2nd Stage,1280.0,2.0,2.0,80.0,6250.0
BTM 2nd Stage,1100.0,2.0,2.0,70.0,6363.636363636364
BTM 2nd Stage,1000.0,2.0,2.0,58.0,5800.0
BTM 2nd Stage,2990.0,5.0,5.0,416.0,13913.04347826087
BTM 2nd Stage,1265.0,2.0,2.0,55.0,4347.826086956522
BTM 2nd Stage,2200.0,3.0,3.0,220.0,10000.0
BTM 2nd Stage,2780.0,3.0,4.0,325.0,11690.647482014389
BTM 2nd Stage,2400.0,3.0,2.0,360.0,15000.0
BTM 2nd Stage,965.0,2.0,2.0,56.0,5803.108808290155
BTM 2nd Stage,1147.0,2.0,2.0,75.0,6538.7968613775065
BTM 2nd Stage,1750.0,3.0,3.0,172.0,9828.57142857143
BTM 2nd Stage,1400.0,2.0,2.0,90.0,6428.571428571428
BTM 2nd Stage,1200.0,2.0,2.0,70.0,5833.333333333333
BTM 2nd Stage,1100.0,2.0,2.0,47.0,4272.727272727273
BTM 2nd Stage,930.0,2.0,2.0,46.0,4946.236559139785
BTM 2nd Stage,1265.0,3.0,2.0,55.0,4347.826086956522
BTM 2nd Stage,2500.0,3.0,3.0,345.0,13800.0
BTM Layout,1150.0,2.0,2.0,63.0,5478.260869565217
BTM Layout,3300.0,6.0,6.0,165.0,5000.0
BTM Layout,1450.0,3.0,2.0,81.0,5586.206896551724
BTM Layout,1776.0,3.0,2.0,75.0,4222.972972972973
BTM Layout,1458.0,3.0,3.0,79.0,5418.38134430727
BTM Layout,935.0,2.0,2.0,51.5,5508.0213903743315
BTM Layout,1020.0,2.0,2.0,46.5,4558.823529411765
BTM Layout,1600.0,3.0,3.0,112.0,7000.0
BTM Layout,1300.0,3.0,2.0,75.0,5769.2307692307695
BTM Layout,1540.0,3.0,2.0,78.0,5064.935064935065
BTM Layout,450.0,1.0,1.0,20.0,4444.444444444444
BTM Layout,1196.0,2.0,2.0,56.81,4750.0
BTM Layout,1470.0,3.0,2.0,99.0,6734.693877551021
Babusapalaya,1358.0,3.0,2.0,43.4,3195.8762886597938
Babusapalaya,1213.0,3.0,2.0,41.39,3412.201154163232
Babusapalaya,1611.0,3.0,2.0,66.0,4096.83426443203
Babusapalaya,1167.0,3.0,2.0,39.98,3425.8783204798624
Babusapalaya,1675.0,3.0,3.0,75.0,4477.611940298508
Babusapalaya,1141.0,2.0,2.0,46.0,4031.5512708150745
Babusapalaya,1500.0,2.0,2.0,57.0,3800.0
Babusapalaya,1453.0,3.0,2.0,43.59,3000.0
Babusapalaya,1050.0,2.0,2.0,45.0,4285.714285714285
Babusapalaya,1141.0,2.0,2.0,45.9,4022.787028921998
Babusapalaya,1358.0,3.0,2.0,43.1,3173.784977908689
Babusapalaya,1230.0,3.0,3.0,53.0,4308.943089430894
Babusapalaya,1105.0,2.0,2.0,40.0,3619.9095022624433
Babusapalaya,1410.0,3.0,2.0,65.0,4609.929078014185
Babusapalaya,1450.0,2.0,2.0,55.99,3861.3793103448274
Babusapalaya,1100.0,2.0,2.0,38.0,3454.5454545454545
Babusapalaya,1213.0,3.0,2.0,36.37,2998.3511953833467
Babusapalaya,1061.0,2.0,2.0,33.84,3189.4439208294066
Babusapalaya,1061.0,2.0,2.0,38.95,3671.065032987748
Babusapalaya,1061.0,2.0,2.0,34.0,3204.5240339302545
Babusapalaya,1245.0,2.0,2.0,58.0,4658.634538152611
Badavala Nagar,1494.0,3.0,2.0,94.55,6328.647925033467
Badavala Nagar,1274.0,2.0,2.0,81.0,6357.9277864992155
Badavala Nagar,1842.0,3.0,3.0,115.0,6243.213897937025
Badavala Nagar,1494.0,3.0,2.0,94.55,6328.647925033467
Badavala Nagar,1274.0,2.0,2.0,81.0,6357.9277864992155
Badavala Nagar,1494.0,3.0,2.0,94.55,6328.647925033467
Badavala Nagar,1842.0,3.0,3.0,115.0,6243.213897937025
Badavala Nagar,1842.0,3.0,3.0,115.0,6243.213897937025
Badavala Nagar,1842.0,3.0,3.0,115.0,6243.213897937025
Balagere,1210.0,2.0,2.0,80.9,6685.950413223141
Balagere,1210.0,2.0,2.0,72.0,5950.413223140496
Balagere,1205.0,2.0,2.0,78.5,6514.522821576764
Balagere,790.5,1.0,1.0,41.9,5300.44275774826
Balagere,1145.0,2.0,2.0,65.0,5676.855895196507
Balagere,1012.0,2.0,2.0,54.59,5394.268774703557
Balagere,1020.07,2.0,2.0,68.38,6703.461527150097
Balagere,1205.47,2.0,2.0,81.0,6719.370867794304
Balagere,1007.0,2.0,2.0,65.0,6454.816285998014
Balagere,1205.0,2.0,2.0,70.0,5809.128630705394
Balagere,1210.0,2.0,2.0,74.0,6115.702479338843
Balagere,1210.0,2.0,2.0,83.0,6859.504132231405
Balagere,675.0,1.0,1.0,45.0,6666.666666666667
Balagere,656.0,1.0,1.0,43.0,6554.878048780488
Balagere,1012.0,2.0,2.0,54.59,5394.268774703557
Balagere,1012.0,2.0,2.0,64.0,6324.110671936759
Balagere,1007.0,2.0,2.0,62.0,6156.901688182721
Balagere,1007.0,2.0,2.0,67.0,6653.4260178748755
Balagere,1007.0,2.0,2.0,66.0,6554.121151936445
Balagere,1205.0,2.0,2.0,63.86,5299.585062240664
Balagere,1012.0,2.0,2.0,53.58,5294.466403162055
Balagere,645.0,1.0,1.0,34.18,5299.224806201551
Balagere,1007.0,2.0,2.0,53.0,5263.1578947368425
Balagere,1210.0,2.0,2.0,69.0,5702.479338842975
Balagere,790.5,1.0,1.0,42.295,5350.411132194813
Balagere,1012.0,2.0,2.0,65.0,6422.924901185771
Balagere,656.0,1.0,1.0,38.77,5910.0609756097565
Balagere,645.0,1.0,1.0,39.0,6046.511627906977
Balagere,645.0,1.0,1.0,41.0,6356.589147286822
Balagere,1210.0,2.0,2.0,82.0,6776.859504132231
Balagere,656.0,1.0,1.0,34.77,5300.304878048782
Balagere,1205.0,2.0,2.0,73.87,6130.290456431535
Balagere,1012.0,2.0,2.0,70.0,6916.99604743083
Balagere,1007.0,2.0,2.0,68.0,6752.730883813307
Balagere,1205.0,2.0,2.0,67.0,5560.165975103734
Balagere,1205.0,2.0,2.0,79.0,6556.016597510374
Balagere,1012.0,2.0,2.0,68.0,6719.367588932806
Banashankari,1200.0,3.0,2.0,42.0,3500.0
Banashankari,1077.0,2.0,2.0,37.64,3494.8932219127205
Banashankari,1470.0,3.0,2.0,88.64,6029.931972789115
Banashankari,1300.0,3.0,2.0,75.0,5769.2307692307695
Banashankari,1800.0,3.0,3.0,115.0,6388.888888888889
Banashankari,1125.0,2.0,2.0,63.0,5600.0
Banashankari,1340.0,3.0,2.0,53.6,4000.0
Banashankari,1310.0,2.0,2.0,80.0,6106.8702290076335
Banashankari,2600.0,3.0,4.0,135.0,5192.307692307692
Banashankari,1900.0,3.0,2.0,170.0,8947.368421052632
Banashankari,1260.0,2.0,2.0,75.0,5952.380952380952
Banashankari,1170.0,2.0,2.0,46.79,3999.1452991452993
Banashankari,2500.0,4.0,4.0,95.0,3800.0
Banashankari,1350.0,3.0,2.0,83.0,6148.148148148148
Banashankari,1425.0,3.0,3.0,49.88,3500.3508771929824
Banashankari,1330.0,2.0,2.0,78.0,5864.661654135339
Banashankari,1400.0,3.0,2.0,78.0,5571.428571428572
Banashankari,1700.0,3.0,3.0,125.0,7352.941176470588
Banashankari,1020.0,2.0,2.0,40.79,3999.0196078431372
Banashankari,1600.0,2.0,2.0,63.98,3998.75
Banashankari,1041.0,2.0,2.0,36.44,3500.480307396734
Banashankari,2400.0,1.0,1.0,200.0,8333.333333333334
Banashankari,1390.0,2.0,2.0,86.0,6187.050359712231
Banashankari,1460.0,2.0,2.0,70.0,4794.520547945205
Banashankari,1200.0,2.0,2.0,60.0,5000.0
Banashankari,1290.0,2.0,2.0,80.0,6201.550387596899
Banashankari,1186.0,2.0,2.0,65.0,5480.607082630691
Banashankari,1650.0,3.0,3.0,101.0,6121.212121212121
Banashankari,1300.0,3.0,2.0,55.0,4230.7692307692305
Banashankari,1181.0,2.0,2.0,75.0,6350.550381033023
Banashankari,1105.0,2.0,2.0,90.0,8144.796380090498
Banashankari,720.0,1.0,1.0,60.0,8333.333333333334
Banashankari,1040.0,2.0,2.0,45.0,4326.923076923077
Banashankari,1330.0,2.0,2.0,77.0,5789.473684210527
Banashankari,1200.0,2.0,2.0,49.0,4083.3333333333335
Banashankari,1185.0,2.0,2.0,67.0,5654.008438818565
Banashankari,1000.0,2.0,2.0,50.0,5000.0
Banashankari,1650.0,3.0,3.0,90.75,5500.0
Banashankari,1650.0,3.0,3.0,101.0,6121.212121212121
Banashankari,1310.0,2.0,2.0,80.43,6139.69465648855
Banashankari,600.0,2.0,1.0,27.0,4500.0
Banashankari,1430.0,2.0,2.0,87.8,6139.8601398601395
Banashankari,1020.0,2.0,2.0,42.83,4199.019607843137
Banashankari,1372.0,3.0,2.0,48.02,3500.0
Banashankari,1540.0,3.0,3.0,80.0,5194.805194805195
Banashankari,1683.0,3.0,3.0,115.0,6833.036244800951
Banashankari,1800.0,3.0,3.0,125.0,6944.444444444444
Banashankari,1175.0,2.0,2.0,41.13,3500.4255319148942
Banashankari,1750.0,3.0,2.0,89.0,5085.714285714285
Banashankari,1450.0,2.0,2.0,50.75,3500.0
Banashankari,1770.0,3.0,3.0,108.0,6101.6949152542375
Banashankari,1800.0,3.0,3.0,125.0,6944.444444444444
Banashankari,1200.0,3.0,2.0,42.0,3500.0
Banashankari,1420.0,3.0,3.0,66.0,4647.887323943662
Banashankari,1200.0,3.0,3.0,74.52,6210.0
Banashankari,1100.0,2.0,2.0,63.0,5727.272727272727
Banashankari,1020.0,2.0,2.0,40.79,3999.0196078431372
Banashankari,1260.0,2.0,2.0,75.0,5952.380952380952
Banashankari,1340.0,3.0,2.0,53.6,4000.0
Banashankari,1426.0,3.0,3.0,85.0,5960.729312762974
Banashankari Stage II,1700.0,2.0,2.0,150.0,8823.529411764706
Banashankari Stage II,1200.0,4.0,2.0,150.0,12500.0
Banashankari Stage II,1500.0,3.0,2.0,120.0,8000.0
Banashankari Stage II,2400.0,5.0,3.0,510.0,21250.0
Banashankari Stage II,1240.0,3.0,2.0,59.52,4800.0
Banashankari Stage II,1250.0,2.0,2.0,110.0,8800.0
Banashankari Stage II,1260.0,3.0,2.0,95.0,7539.68253968254
Banashankari Stage II,2400.0,3.0,2.0,300.0,12500.0
Banashankari Stage II,1400.0,2.0,2.0,100.0,7142.857142857143
Banashankari Stage II,2800.0,5.0,3.0,425.0,15178.57142857143
Banashankari Stage II,3000.0,3.0,3.0,450.0,15000.0
Banashankari Stage II,1200.0,3.0,2.0,198.0,16500.0
Banashankari Stage II,1245.0,2.0,2.0,125.0,10040.160642570281
Banashankari Stage III,1305.0,3.0,2.0,58.7,4498.08429118774
Banashankari Stage III,1145.0,2.0,2.0,58.4,5100.436681222707
Banashankari Stage III,1650.0,3.0,3.0,118.0,7151.515151515152
Banashankari Stage III,2400.0,4.0,4.0,240.0,10000.0
Banashankari Stage III,1350.0,3.0,2.0,68.0,5037.037037037037
Banashankari Stage III,2000.0,4.0,4.0,100.0,5000.0
Banashankari Stage III,1305.0,3.0,2.0,59.0,4521.072796934866
Banashankari Stage III,1305.0,3.0,2.0,60.0,4597.701149425287
Banashankari Stage III,1200.0,2.0,2.0,42.0,3500.0
Banashankari Stage III,1305.0,3.0,2.0,59.0,4521.072796934866
Banashankari Stage III,1480.0,3.0,3.0,75.48,5100.0
Banashankari Stage III,1305.0,3.0,2.0,59.0,4521.072796934866
Banashankari Stage III,1304.0,2.0,2.0,111.0,8512.269938650306
Banashankari Stage III,3000.0,6.0,6.0,150.0,5000.0
Banashankari Stage III,1085.0,2.0,2.0,50.0,4608.294930875576
Banashankari Stage III,1500.0,3.0,2.0,100.0,6666.666666666667
Banashankari Stage III,2100.0,4.0,3.0,147.0,7000.0
Banashankari Stage III,1420.0,3.0,2.0,95.0,6690.140845070423
Banashankari Stage V,1300.0,3.0,2.0,58.5,4500.0
Banashankari Stage V,1305.0,3.0,2.0,49.0,3754.7892720306513
Banashankari Stage V,1035.0,2.0,2.0,35.77,3456.038647342996
Banashankari Stage V,1355.0,3.0,2.0,61.0,4501.845018450184
Banashankari Stage V,1510.0,3.0,3.0,47.57,3150.3311258278145
Banashankari Stage V,1650.0,3.0,3.0,51.98,3150.3030303030305
Banashankari Stage V,1630.0,3.0,3.0,51.35,3150.306748466258
Banashankari Stage V,1510.0,3.0,3.0,47.57,3150.3311258278145
Banashankari Stage V,1315.0,3.0,2.0,49.0,3726.235741444867
Banashankari Stage V,1540.0,3.0,3.0,48.51,3150.0
Banashankari Stage V,920.0,2.0,2.0,41.5,4510.869565217391
Banashankari Stage VI,1177.5,2.0,2.0,59.935,5090.0212314225055
Banashankari Stage VI,4800.0,4.0,4.0,190.0,3958.3333333333335
Banashankari Stage VI,2800.0,4.0,4.0,89.0,3178.5714285714284
Banashankari Stage VI,2200.0,4.0,4.0,195.0,8863.636363636364
Banashankari Stage VI,1160.0,2.0,2.0,59.0,5086.206896551724
Banashankari Stage VI,1180.0,2.0,2.0,59.47,5039.830508474576
Banashankari Stage VI,1423.0,3.0,2.0,71.73,5040.758959943781
Banashankari Stage VI,1392.0,3.0,3.0,69.46,4989.942528735632
Banashankari Stage VI,1410.5,3.0,2.0,70.385,4990.074441687346
Banashankari Stage VI,4800.0,4.0,3.0,200.0,4166.666666666667
Banaswadi,1184.0,2.0,2.0,53.0,4476.351351351352
Banaswadi,1145.0,2.0,2.0,55.0,4803.493449781659
Banaswadi,1250.0,2.0,2.0,60.0,4800.0
Banaswadi,1365.0,2.0,2.0,73.0,5347.985347985348
Banaswadi,1903.0,5.0,6.0,140.0,7356.8050446663165
Banaswadi,1222.0,2.0,2.0,80.0,6546.6448445171845
Banaswadi,870.0,2.0,2.0,38.0,4367.816091954023
Banaswadi,1200.0,2.0,2.0,60.0,5000.0
Banaswadi,1600.0,3.0,3.0,74.5,4656.25
Banaswadi,1340.0,2.0,2.0,73.0,5447.761194029851
Banaswadi,1008.0,2.0,2.0,52.0,5158.730158730159
Banaswadi,1105.0,2.0,2.0,57.0,5158.371040723982
Banjara Layout,1200.0,2.0,2.0,70.0,5833.333333333333
Banjara Layout,1050.0,2.0,2.0,64.8,6171.428571428572
Banjara Layout,753.0,2.0,3.0,59.5,7901.726427622842
Banjara Layout,2500.0,3.0,4.0,140.0,5600.0
Bannerghatta,3012.0,4.0,6.0,250.0,8300.132802124834
Bannerghatta,1665.0,3.0,3.0,110.0,6606.606606606607
Bannerghatta,2370.0,3.0,4.0,195.0,8227.848101265823
Bannerghatta,1100.0,2.0,2.0,66.0,6000.0
Bannerghatta,2895.5,4.0,2.0,246.0,8495.941978932828
Bannerghatta,1113.0,2.0,2.0,70.0,6289.308176100629
Bannerghatta,1200.0,2.0,2.0,73.2,6100.0
