,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
555,Adyar,1068.0,1.0,1.0,75.87
556,Velachery,1810.0,3.0,2.0,89.08
557,Velachery,1939.0,3.0,2.0,95.19
558,Anna Nagar,1905.0,2.0,1.0,205.92
559,Chrompet,1057.0,1.0,1.0,81.11
560,Velachery,1920.0,3.0,2.0,164.85
561,T Nagar,1577.0,1.0,1.0,119.93
562,Karapakkam,787.0,1.0,1.0,52.57
563,T Nagar,1916.0,2.0,1.0,147.15
564,KK Nagar,1527.0,2.0,1.0,108.29
565,Chrompet,1248.0,2.0,1.0,97.47
566,Velachery,1555.0,2.0,1.0,87.63
567,KK Nagar,2323.0,4.0,2.0,175.29
568,Chrompet,961.0,1.0,1.0,91.98
569,Chrompet,849.0,1.0,1.0,88.23
570,Velachery,1938.0,3.0,2.0,153.18
571,Chrompet,1147.0,1.0,1.0,101.52
572,Anna Nagar,1976.0,2.0,1.0,228.29
573,Karapakkam,973.0,1.0,1.0,68.79
574,KK Nagar,1472.0,2.0,1.0,115.07
575,Anna Nagar,1689.0,1.0,1.0,134.55
576,Karapakkam,1208.0,1.0,1.0,120.48
577,Adyar,1268.0,2.0,2.0,107.7
578,T Nagar,1640.0,1.0,1.0,103.43
579,Adyar,635.0,1.0,1.0,55.97
580,Velachery,1996.0,3.0,2.0,113.08
581,KK Nagar,2404.0,4.0,2.0,110.41
582,Velachery,1675.0,2.0,1.0,131.91
583,Chrompet,797.0,1.0,1.0,71.61
584,Karapakkam,1256.0,1.0,1.0,56.43
585,T Nagar,1938.0,2.0,1.0,221.82
586,Chrompet,757.0,1.0,1.0,114.16
587,Karapakam,520.0,1.0,1.0,48.49
588,Karapakkam,878.0,1.0,1.0,103.87
589,Adyar,927.0,1.0,1.0,108.9
590,Velachery,1751.0,2.0,1.0,103.59
591,Chrompet,764.0,1.0,1.0,84.76
592,Velachery,1674.0,2.0,1.0,130.98
593,Velachery,1681.0,2.0,1.0,106.45
594,Anna Nagar,1976.0,2.0,1.0,214.73
595,Anna Nagar,1505.0,1.0,1.0,96.3
596,Karapakkam,888.0,1.0,1.0,64.28
597,Velachery,1680.0,2.0,1.0,74.18
598,Karapakkam,631.0,1.0,1.0,65.43
599,Chrompet,1227.0,2.0,1.0,107.87
600,Karapakkam,1124.0,1.0,1.0,78.27
601,Anna Nagar,1962.0,2.0,1.0,224.49
602,Chrompet,1261.0,2.0,1.0,97.19
603,Chrompet,1164.0,1.0,1.0,132.71
604,KK Nagar,1313.0,1.0,1.0,94.15
605,T Nagar,1723.0,1.0,1.0,199.1
606,Adyar,1144.0,1.0,1.0,149.26
607,Velachery,1740.0,2.0,1.0,168.03
608,Chrompet,1163.0,1.0,1.0,104.72
609,Chrompet,708.0,1.0,1.0,77.46
610,Velachery,1855.0,3.0,2.0,76.04
611,Karapakkam,563.0,1.0,1.0,71.16
612,Anna Nagar,1768.0,1.0,1.0,147.39
613,Karapakkam,943.0,1.0,1.0,57.96
614,Chrompet,931.0,1.0,1.0,75.21
615,Chrompet,1127.0,1.0,1.0,97.02
616,KK Nagar,1629.0,2.0,1.0,141.93
617,Anna Nagar,1656.0,1.0,1.0,149.2
618,T Nagar,1676.0,1.0,1.0,129.61
619,Chrompet,856.0,1.0,1.0,81.91
620,Velachery,1663.0,2.0,1.0,146.84
621,Anna Nagar,1905.0,2.0,1.0,131.53
622,Karapakkam,861.0,1.0,1.0,82.46
623,Chrompet,1183.0,1.0,1.0,96.27
624,Karapakkam,1352.0,2.0,2.0,109.37
625,Anna Nagar,1510.0,1.0,1.0,109.75
626,Chrompet,987.0,1.0,1.0,99.63
627,Karapakkam,1245.0,1.0,1.0,78.3
628,Chrompet,1144.0,1.0,1.0,74.65
629,Chrompet,790.0,1.0,1.0,68.46
630,KK Nagar,1736.0,2.0,1.0,112.52
631,Velachery,1950.0,3.0,2.0,112.66
632,KK Nagar,2186.0,3.0,2.0,177.34
633,Adyar,843.0,1.0,1.0,83.35
634,Adyar,1022.0,1.0,1.0,90.36
635,KK Nagar,2397.0,4.0,2.0,117.71
636,Chrompet,1083.0,1.0,1.0,95.19
637,Adyar,923.0,1.0,1.0,89.85
638,Anna Nagar,1958.0,2.0,1.0,227.45
639,Adyar,631.0,1.0,1.0,81.41
640,Anna Nagar,1829.0,2.0,1.0,198.06
641,KK Nagar,2228.0,4.0,2.0,119.67
642,Anna Nagar,1969.0,2.0,1.0,153.43
643,Chrompet,1128.0,1.0,1.0,99.86
644,Adyar,922.0,1.0,1.0,64.43
645,Chrompet,1141.0,1.0,1.0,138.84
646,Velachery,1537.0,2.0,1.0,99.21
647,Adyar,720.0,1.0,1.0,114.27
648,KK Nagar,2175.0,3.0,2.0,117.91
649,Adyar,1152.0,1.0,1.0,82.36
650,KK Nagar,2278.0,4.0,2.0,125.28
651,KK Nagar,2460.0,4.0,2.0,193.89
652,Velachery,1940.0,3.0,2.0,177.98
653,Karapakkam,693.0,1.0,1.0,46.8
654,Chrompet,966.0,1.0,1.0,89.53
655,Adyar,898.0,1.0,1.0,93.5
656,Adyar,918.0,1.0,1.0,98.77
657,Anna Nagar,1918.0,2.0,1.0,196.1
658,KK Nagar,2333.0,4.0,2.0,171.71
659,Karapakkam,768.0,1.0,1.0,48.55
660,Chrompet,783.0,1.0,1.0,91.65
661,Anna Nagar,1661.0,1.0,1.0,123.57
662,Chrompet,958.0,1.0,1.0,124.73
663,Adyar,1276.0,2.0,2.0,128.58
664,KK Nagar,1877.0,3.0,2.0,156.66
665,Anna Nagar,1845.0,2.0,1.0,120.53
666,KK Nagar,1533.0,2.0,1.0,93.58
667,Chrompet,1257.0,2.0,1.0,128.51
668,Karapakkam,1353.0,2.0,2.0,91.1
669,Velachery,1672.0,2.0,1.0,75.12
670,Chrompet,1097.0,1.0,1.0,127.64
671,KK Nagar,1986.0,3.0,2.0,105.09
672,Chrompet,1083.0,1.0,1.0,71.56
673,Chrompet,1218.0,2.0,1.0,129.2
674,T Nagar,1903.0,2.0,1.0,139.53
675,Chrompet,860.0,1.0,1.0,123.7
676,Karapakkam,1003.0,1.0,1.0,63.29
677,Chrompet,1078.0,1.0,1.0,128.46
678,Chrompet,1133.0,1.0,1.0,97.28
679,KK Nagar,1494.0,2.0,1.0,93.55
680,Adyar,626.0,1.0,1.0,81.73
681,Chrompet,719.0,1.0,1.0,73.52
682,Karapakkam,921.0,1.0,1.0,56.56
683,T Nagar,1867.0,2.0,1.0,219.89
684,Chrompet,1010.0,1.0,1.0,88.68
685,Karapakkam,1404.0,2.0,2.0,65.7
686,Karapakkam,1305.0,1.0,1.0,66.02
687,Karapakkam,1647.0,2.0,2.0,102.39
688,Karapakkam,1433.0,2.0,2.0,98.31
689,Chrompet,925.0,1.0,1.0,91.51
690,Chrompet,964.0,1.0,1.0,100.67
691,Karapakkam,571.0,1.0,1.0,79.0
692,Anna Nagar,1828.0,2.0,1.0,122.52
693,Karapakkam,1595.0,2.0,2.0,94.95
694,Adyar,615.0,1.0,1.0,77.01
695,Chrompet,919.0,1.0,1.0,122.17
696,Chrompet,1018.0,1.0,1.0,111.4
697,T Nagar,1578.0,1.0,1.0,176.23
698,T Nagar,1660.0,1.0,1.0,136.03
699,Chrompet,796.0,1.0,1.0,115.78
700,KK Nagar,2416.0,4.0,2.0,129.67
701,Chrompet,760.0,1.0,1.0,85.19
702,Velachery,1767.0,2.0,1.0,130.25
703,Chrompet,817.0,1.0,1.0,78.25
704,Adyar,630.0,1.0,1.0,85.48
705,Adyar,833.0,1.0,1.0,111.66
706,Chrompet,740.0,1.0,1.0,92.63
707,KK Nagar,1520.0,2.0,1.0,135.6
708,Chrompet,769.0,1.0,1.0,62.99
709,Anna Nagar,1638.0,1.0,1.0,127.28
710,Velachery,1857.0,3.0,2.0,161.85
711,Karapakkam,924.0,1.0,1.0,91.14
712,Adyar,600.0,1.0,1.0,68.27
713,Velachery,1964.0,3.0,2.0,93.29
714,Anna Nagar,1914.0,2.0,1.0,135.96
715,Anna Nagar,1678.0,1.0,1.0,132.54
716,Karapakkam,758.0,1.0,1.0,69.89
717,Karapakkam,1110.0,1.0,1.0,68.47
718,Velachery,1782.0,2.0,1.0,116.71
719,Adyar,1282.0,2.0,2.0,92.02
720,Chrompet,913.0,1.0,1.0,94.65
721,Velachery,1545.0,2.0,1.0,83.09
722,Chrompet,971.0,1.0,1.0,120.39
723,Adyar,605.0,1.0,1.0,57.22
724,Chrompet,1014.0,1.0,1.0,91.77
725,Chrompet,982.0,1.0,1.0,127.76
726,Velachery,1651.0,2.0,1.0,136.37
727,Karapakkam,1288.0,1.0,1.0,49.36
728,Velachery,1661.0,2.0,1.0,105.56
729,Velachery,1578.0,2.0,1.0,97.08
730,KK Nagar,1937.0,3.0,2.0,127.82
731,Karapakkam,1403.0,2.0,2.0,54.02
732,Adyar,968.0,1.0,1.0,105.22
733,Karapakkam,1628.0,2.0,2.0,71.5
734,Adyar,1287.0,2.0,2.0,141.16
735,Karapakkam,1438.0,2.0,2.0,67.18
736,Karapakkam,1351.0,2.0,2.0,61.94
737,Chrompet,956.0,1.0,1.0,98.99
738,Adyar,1177.0,1.0,1.0,106.64
739,Chrompet,774.0,1.0,1.0,58.99
740,Karapakkam,1207.0,1.0,1.0,59.62
741,KK Nagar,1561.0,2.0,1.0,134.9
742,Karapakkam,1156.0,1.0,1.0,100.56
743,KK Nagar,1852.0,3.0,2.0,155.92
744,Chrompet,1190.0,1.0,1.0,126.32
745,Velachery,1823.0,3.0,2.0,102.5
746,Velachery,1527.0,2.0,1.0,77.38
747,Karapakkam,581.0,1.0,1.0,72.38
748,Karapakkam,519.0,1.0,1.0,68.02
749,Karapakkam,1290.0,1.0,1.0,94.33
750,Chrompet,1274.0,2.0,1.0,91.73
751,Chrompet,1041.0,1.0,1.0,139.19
752,Karapakkam,908.0,1.0,1.0,43.43
753,Karapakkam,1525.0,2.0,2.0,124.2
754,Velachery,1984.0,3.0,2.0,101.7
755,Karapakkam,1537.0,2.0,2.0,120.75
756,Velachery,1806.0,3.0,2.0,108.85
757,Adyar,1152.0,1.0,1.0,98.63
758,Chrompet,1288.0,2.0,1.0,157.33
759,Karapakkam,730.0,1.0,1.0,51.98
760,Velachery,1730.0,2.0,1.0,106.16
761,Chrompet,845.0,1.0,1.0,106.74
762,Velachery,1776.0,2.0,1.0,148.35
763,Chrompet,913.0,1.0,1.0,128.93
764,Chrompet,1124.0,1.0,1.0,82.44
765,Karapakkam,766.0,1.0,1.0,47.33
766,Karapakkam,665.0,1.0,1.0,67.67
767,Chrompet,762.0,1.0,1.0,60.01
768,Velachery,1833.0,3.0,2.0,109.22
769,Chrompet,944.0,1.0,1.0,116.64
770,Anna Nagar,1754.0,1.0,1.0,119.6
771,Chrompet,875.0,1.0,1.0,119.54
772,Karapakkam,1392.0,2.0,2.0,85.39
773,T Nagar,1853.0,2.0,1.0,135.53
774,Velachery,1576.0,2.0,1.0,109.32
775,Chrompet,1022.0,1.0,1.0,129.07
776,Anna Nagar,1640.0,1.0,1.0,106.49
777,Chrompet,779.0,1.0,1.0,81.98
778,Velachery,1729.0,2.0,1.0,119.57
779,Chrompet,715.0,1.0,1.0,102.84
780,Anna Nagar,1562.0,1.0,1.0,173.14
781,Karapakkam,1203.0,1.0,1.0,66.2
782,KK Nagar,1825.0,3.0,2.0,107.83
783,Velachery,1707.0,2.0,1.0,91.25
784,Adyar,998.0,1.0,1.0,78.57
785,Karapakkam,1675.0,2.0,2.0,82.98
786,Anna Nagar,1792.0,1.0,1.0,206.97
787,Anna Nagar,1574.0,1.0,1.0,117.72
788,Karapakkam,1070.0,1.0,1.0,97.28
789,Chrompet,1125.0,1.0,1.0,124.01
790,Velachery,1971.0,3.0,2.0,146.16
791,KK Nagar,1361.0,2.0,1.0,89.77
792,KK Nagar,1786.0,3.0,2.0,99.6
793,Karapakkam,612.0,1.0,1.0,53.16
794,T Nagar,1596.0,1.0,1.0,112.63
795,Anna Nagar,1644.0,1.0,1.0,116.82
796,Adyar,1041.0,1.0,1.0,106.47
797,Chrompet,810.0,1.0,1.0,93.53
798,Chrompet,837.0,1.0,1.0,85.82
799,T Nagar,1884.0,2.0,1.0,140.5
800,Chrompet,1063.0,1.0,1.0,92.53
801,Karapakkam,1298.0,1.0,1.0,66.86
802,Anna Nagar,1867.0,2.0,1.0,107.21
803,T Nagar,1575.0,1.0,1.0,100.02
804,Karapakkam,1463.0,2.0,2.0,81.11
805,Karapakkam,1164.0,1.0,1.0,83.82
806,Anna Nagar,1805.0,2.0,1.0,204.39
807,Adyar,733.0,1.0,1.0,48.87
808,Adyar,1197.0,1.0,1.0,99.06
809,KK Nagar,2069.0,3.0,2.0,100.42
810,Chrompet,956.0,1.0,1.0,113.3
811,Adyar,736.0,1.0,1.0,78.39
812,Chrompet,1050.0,1.0,1.0,99.94
813,KK Nagar,2047.0,3.0,2.0,119.93
814,Adyar,632.0,1.0,1.0,89.0
815,Karapakkam,871.0,1.0,1.0,80.68
816,Adyar,811.0,1.0,1.0,88.24
817,Adyar,1087.0,1.0,1.0,82.57
818,Chrompet,1170.0,1.0,1.0,102.5
819,Velachery,1843.0,3.0,2.0,96.36
820,T Nagar,1783.0,1.0,1.0,141.07
821,Karapakkam,847.0,1.0,1.0,90.33
822,Chrompet,1258.0,2.0,1.0,82.18
823,Karapakkam,979.0,1.0,1.0,72.75
824,Karapakkam,1607.0,2.0,2.0,74.04
825,Chrompet,775.0,1.0,1.0,77.27
826,Velachery,1830.0,3.0,2.0,111.11
827,Chrompet,961.0,1.0,1.0,84.06
828,Velachery,1925.0,3.0,2.0,83.73
829,KK Nagar,1301.0,1.0,1.0,139.38
830,Chrompet,1041.0,1.0,1.0,91.98
831,Karapakkam,1593.0,2.0,2.0,79.93
832,Chrompet,779.0,1.0,1.0,101.89
833,Adyar,725.0,1.0,1.0,80.71
834,KK Nagar,1717.0,2.0,1.0,143.51
835,Adyar,1248.0,2.0,2.0,87.4
836,Chrompet,1223.0,2.0,1.0,105.01
837,T Nagar,1925.0,2.0,1.0,236.67
838,Chrompet,907.0,1.0,1.0,99.96
839,Chrompet,1089.0,1.0,1.0,100.01
840,Anna Nagar,1574.0,1.0,1.0,112.36
841,Karapakkam,1335.0,2.0,2.0,129.86
842,KK Nagar,1876.0,3.0,2.0,165.27
843,KK Nagar,2455.0,4.0,2.0,200.63
844,Karapakkam,1280.0,1.0,1.0,67.83
845,KK Nagar,2169.0,3.0,2.0,170.4
846,Velachery,1897.0,3.0,2.0,100.4
847,Chrompet,975.0,1.0,1.0,83.46
848,T Nagar,1876.0,2.0,1.0,146.86
849,Anna Nagar,1931.0,2.0,1.0,147.99
850,Anna Nagar,1793.0,1.0,1.0,223.49
851,T Nagar,1618.0,1.0,1.0,126.11
852,Velachery,1582.0,2.0,1.0,81.55
853,Chrompet,1050.0,1.0,1.0,144.15
854,KK Nagar,1938.0,3.0,2.0,118.55
855,Ana Nagar,1894.0,2.0,1.0,143.1
856,Anna Nagar,1780.0,1.0,1.0,115.75
857,Velachery,1636.0,2.0,1.0,87.79
858,Anna Nagar,1864.0,2.0,1.0,206.92
859,KK Nagar,2478.0,4.0,2.0,196.01
860,Karapakkam,725.0,1.0,1.0,49.53
861,Anna Nagar,1627.0,1.0,1.0,120.94
862,Karapakkam,1652.0,2.0,2.0,59.99
863,Anna Nagar,1996.0,2.0,1.0,225.67
864,KK Nagar,1463.0,2.0,1.0,128.02
865,Karapakkam,1302.0,1.0,1.0,88.71
866,Chrompet,1294.0,2.0,1.0,87.82
867,Karapakkam,1685.0,2.0,2.0,88.96
868,Velachery,1790.0,2.0,1.0,76.27
869,Chrompet,1036.0,1.0,1.0,100.31
870,Anna Nagar,1688.0,1.0,1.0,196.33
871,Anna Nagar,1707.0,1.0,1.0,201.92
872,Chrompet,919.0,1.0,1.0,79.89
873,Velachery,1528.0,2.0,1.0,81.93
874,Velachery,1746.0,2.0,1.0,149.17
875,Anna Nagar,1885.0,2.0,1.0,135.01
876,Adyar,1135.0,1.0,1.0,86.99
877,Chrompet,871.0,1.0,1.0,73.73
878,Adyar,831.0,1.0,1.0,77.14
879,Chrompet,1216.0,2.0,1.0,97.49
880,KK Nagar,1728.0,2.0,1.0,109.31
881,Anna Nagar,1677.0,1.0,1.0,119.47
882,Karapakkam,1463.0,2.0,2.0,58.85
883,T Nagar,1739.0,1.0,1.0,103.21
884,Karapakkam,668.0,1.0,1.0,33.39
885,Anna Nagar,1878.0,2.0,1.0,154.96
886,Anna Nagar,1780.0,1.0,1.0,131.41
887,Velachery,1513.0,2.0,1.0,80.09
888,Chrompet,917.0,1.0,1.0,125.09
889,KK Nagar,2157.0,3.0,2.0,118.53
890,Karapakkam,730.0,1.0,1.0,48.86
891,T Nagar,1912.0,2.0,1.0,211.07
892,KK Nagar,2411.0,4.0,2.0,125.21
893,T Nagar,1854.0,2.0,1.0,131.73
894,KK Nagar,2075.0,3.0,2.0,106.96
895,Karapakkam,1239.0,1.0,1.0,52.82
896,Adyar,890.0,1.0,1.0,84.15
897,KK Nagar,2471.0,4.0,2.0,132.59
898,KK Nagar,1303.0,1.0,1.0,84.97
899,KK Nagar,1532.0,2.0,1.0,134.05
900,Karapakkam,947.0,1.0,1.0,87.09
901,KK Nagar,2271.0,4.0,2.0,184.37
902,Karapakkam,1610.0,2.0,2.0,128.76
903,Chrompet,808.0,1.0,1.0,95.44
904,Karapakkam,1626.0,2.0,2.0,94.78
905,KK Nagar,1596.0,2.0,1.0,135.02
906,KK Nagar,1653.0,2.0,1.0,112.23
907,Velachery,1609.0,2.0,1.0,95.89
908,T Nagar,1503.0,1.0,1.0,179.78
909,Chrompet,1232.0,2.0,1.0,93.71
910,KK Nagar,1838.0,3.0,2.0,92.45
911,Velachery,1511.0,2.0,1.0,67.02
912,Chrompet,1072.0,1.0,1.0,128.93
913,Adyar,1291.0,2.0,2.0,101.68
914,Anna Nagar,1771.0,1.0,1.0,111.24
915,Chrompet,709.0,1.0,1.0,93.32
916,T Nagar,1886.0,2.0,1.0,154.16
917,Velachery,1540.0,2.0,1.0,81.74
918,Anna Nagar,1712.0,1.0,1.0,193.38
919,Chrompet,853.0,1.0,1.0,98.72
920,Chrompet,890.0,1.0,1.0,114.92
921,Chrompet,934.0,1.0,1.0,87.51
922,Adyar,1113.0,1.0,1.0,84.49
923,Adyar,1183.0,1.0,1.0,140.46
924,Karapakkam,527.0,1.0,1.0,51.73
925,Chrompet,996.0,1.0,1.0,98.31
926,KK Nagar,1730.0,2.0,1.0,106.51
927,Velachery,1697.0,2.0,1.0,126.67
928,KK Nagar,2260.0,4.0,2.0,125.28
929,Anna Nagar,1754.0,1.0,1.0,133.31
930,Anna Nagar,1633.0,1.0,1.0,193.01
931,Chrompet,914.0,1.0,1.0,81.55
932,KK Nagar,2457.0,4.0,2.0,139.07
933,T Nagar,1946.0,2.0,1.0,218.98
934,Adyar,713.0,1.0,1.0,76.76
935,Chrompet,1179.0,1.0,1.0,100.44
936,Velachery,1770.0,2.0,1.0,85.48
937,Velachery,1833.0,3.0,2.0,157.41
938,KK Nagar,2335.0,4.0,2.0,122.91
939,Adyar,1122.0,1.0,1.0,74.98
940,Anna Nagar,1866.0,2.0,1.0,144.09
941,Karapakkam,1635.0,2.0,2.0,107.63
942,Anna Nagar,1514.0,1.0,1.0,120.48
943,Adyar,1242.0,2.0,2.0,93.78
944,Anna Nagar,1861.0,2.0,1.0,120.07
945,KK Nagar,1650.0,2.0,1.0,142.78
946,Velachery,1802.0,3.0,2.0,82.89
947,Velachery,1594.0,2.0,1.0,98.65
948,Adyar,1217.0,2.0,2.0,141.79
949,KK Nagar,1926.0,3.0,2.0,98.4
950,Karapakkam,1143.0,1.0,1.0,52.8
951,Chrompet,1129.0,1.0,1.0,92.15
952,Chrompet,937.0,1.0,1.0,82.46
953,Adyar,790.0,1.0,1.0,73.3
954,Adyar,1215.0,2.0,2.0,151.04
955,Chrompet,976.0,1.0,1.0,119.44
956,Adyar,604.0,1.0,1.0,63.23
957,Velachery,1672.0,2.0,1.0,109.05
958,KK Nagar,2382.0,4.0,2.0,181.93
959,KK Nagar,1324.0,1.0,1.0,89.63
960,Karapakkam,1198.0,1.0,1.0,105.99
961,Karapakkam,1347.0,2.0,2.0,82.69
962,Velachery,1845.0,3.0,2.0,113.96
963,Karapakkam,1569.0,2.0,2.0,87.92
964,T Nagar,1548.0,1.0,1.0,132.49
965,Chrompet,1143.0,1.0,1.0,93.06
966,Chrompet,1127.0,1.0,1.0,91.98
967,Karapakkam,585.0,1.0,1.0,39.07
968,KK Nagar,1823.0,3.0,2.0,107.48
969,KK Nagar,1891.0,3.0,2.0,168.65
970,Velachery,1781.0,2.0,1.0,79.5
971,KK Nagar,2328.0,4.0,2.0,186.46
972,Velachery,1958.0,3.0,2.0,94.92
973,Karapakkam,977.0,1.0,1.0,70.95
974,Adyar,797.0,1.0,1.0,79.75
975,Chrompet,700.0,1.0,1.0,69.74
976,Karapakkam,1483.0,2.0,2.0,100.32
977,Chrompet,843.0,1.0,1.0,78.13
978,Karapakkam,1464.0,2.0,2.0,89.89
979,Adyar,858.0,1.0,1.0,95.63
980,KK Nagar,1927.0,3.0,2.0,176.51
981,T Nagar,1664.0,1.0,1.0,134.28
982,Adyar,1293.0,2.0,2.0,91.04
983,Anna Nagar,1681.0,1.0,1.0,183.12
984,Chrompet,1073.0,1.0,1.0,97.61
985,Chrompet,916.0,1.0,1.0,73.2
986,Velachery,1617.0,2.0,1.0,121.67
987,KK Nagar,2223.0,4.0,2.0,118.4
988,Chrompet,877.0,1.0,1.0,126.41
989,Karapakkam,802.0,1.0,1.0,78.32
990,KK Nagar,2057.0,3.0,2.0,113.96
991,Anna Nagar,1990.0,2.0,1.0,149.27
992,Karapakkam,975.0,1.0,1.0,82.61
993,T Nagar,1519.0,1.0,1.0,181.7
994,Karapakkam,1537.0,2.0,2.0,81.79
995,Karapakkam,1502.0,2.0,2.0,66.77
996,Adyar,1016.0,1.0,1.0,70.42
997,T Nagar,1502.0,1.0,1.0,94.34
998,Karapakkam,1497.0,2.0,2.0,81.65
999,Adyar,850.0,1.0,1.0,65.75
1000,Anna Nagar,1940.0,2.0,1.0,141.99
1001,Karapakkam,1523.0,2.0,2.0,69.16
1002,Chrompet,711.0,1.0,1.0,63.55
1003,Velachery,1671.0,2.0,1.0,73.53
1004,Chrompet,1293.0,2.0,1.0,140.18
1005,Karapakkam,1615.0,2.0,2.0,122.88
1006,Velachery,1526.0,2.0,1.0,90.91
1007,KK Nagar,2296.0,4.0,2.0,143.27
1008,Anna Nagar,1600.0,1.0,1.0,124.01
1009,Karapakkam,1122.0,1.0,1.0,78.1
1010,Chrompet,821.0,1.0,1.0,66.78
1011,Velachery,1678.0,2.0,1.0,144.53
1012,Karapakkam,587.0,1.0,1.0,51.85
1013,Adyar,613.0,1.0,1.0,61.93
1014,Chrompet,714.0,1.0,1.0,81.45
1015,Karapakkam,596.0,1.0,1.0,57.66
1016,KK Nagar,1804.0,3.0,2.0,110.65
1017,Karapakkam,1058.0,1.0,1.0,91.21
1018,Chrompt,884.0,1.0,1.0,96.69
1019,KK Nagar,2321.0,4.0,2.0,112.91
1020,Karapakkam,1603.0,2.0,2.0,140.78
1021,Adyar,715.0,1.0,1.0,105.72
1022,Karapakkam,1397.0,2.0,2.0,98.88
1023,Anna Nagar,1604.0,1.0,1.0,129.85
1024,KK Nagar,1533.0,2.0,1.0,128.44
1025,Anna Nagar,1744.0,1.0,1.0,138.32
1026,Chrompet,1097.0,1.0,1.0,87.92
1027,Chrompet,748.0,1.0,1.0,107.27
1028,Adyar,847.0,1.0,1.0,52.54
1029,T Nagar,1535.0,1.0,1.0,181.64
1030,Karapakkam,1558.0,2.0,2.0,70.48
1031,Velachery,1696.0,2.0,1.0,94.75
1032,Anna Nagar,1868.0,2.0,1.0,131.08
1033,Karapakkam,591.0,1.0,1.0,58.66
1034,Anna Nagar,1539.0,1.0,1.0,109.59
1035,Anna Nagar,1594.0,1.0,1.0,129.18
1036,Chrompet,1074.0,1.0,1.0,140.49
1037,Chrompet,736.0,1.0,1.0,103.17
1038,Chrompet,904.0,1.0,1.0,78.32
1039,Chrompet,802.0,1.0,1.0,129.71
1040,Karapakkam,1445.0,2.0,2.0,87.84
1041,Velachery,1623.0,2.0,1.0,103.47
1042,Anna Nagar,1978.0,2.0,1.0,138.32
1043,Karapakkam,1546.0,2.0,2.0,83.4
1044,KK Nagar,1896.0,3.0,2.0,104.61
1045,KK Nagar,1673.0,2.0,1.0,162.8
1046,KK Nagar,2334.0,4.0,2.0,174.23
1047,Chrompet,1114.0,1.0,1.0,92.15
1048,Chrompet,776.0,1.0,1.0,82.38
1049,Karapakkam,1675.0,2.0,2.0,108.93
1050,T Nagar,1590.0,1.0,1.0,201.43
1051,T Nagar,1639.0,1.0,1.0,197.05
1052,Velachery,1712.0,2.0,1.0,81.38
1053,Adyar,1118.0,1.0,1.0,83.51
1054,Adyar,792.0,1.0,1.0,95.22
1055,Adyar,1190.0,1.0,1.0,96.33
1056,Chrompet,1243.0,2.0,1.0,94.69
1057,Anna Nagar,1657.0,1.0,1.0,121.16
1058,Chrompet,1008.0,1.0,1.0,93.25
1059,Velachery,1658.0,2.0,1.0,140.86
1060,KK Nagar,1381.0,2.0,1.0,133.07
1061,Karapakkam,929.0,1.0,1.0,76.99
1062,Chrompet,1166.0,1.0,1.0,100.93
1063,Chrompet,1239.0,2.0,1.0,98.19
1064,Chrompet,1231.0,2.0,1.0,95.93
1065,Anna Nagar,1973.0,2.0,1.0,121.98
1066,KK Nagar,2244.0,4.0,2.0,123.56
1067,Karapakkam,1577.0,2.0,2.0,66.87
1068,T Nagar,1854.0,2.0,1.0,127.64
1069,Chrompet,1109.0,1.0,1.0,100.79
1070,KK Nagar,1801.0,3.0,2.0,103.46
1071,Chrompet,1257.0,2.0,1.0,137.74
1072,Karapakkam,531.0,1.0,1.0,37.67
1073,Karapakkam,1380.0,2.0,2.0,86.25
1074,KK Nagar,1758.0,2.0,1.0,88.51
1075,Anna Nagar,1777.0,1.0,1.0,142.38
1076,Anna Nagar,1943.0,2.0,1.0,140.79
1077,Velachery,1964.0,3.0,2.0,107.06
1078,Anna Nagar,1777.0,1.0,1.0,141.39
1079,Anna Nagar,1751.0,1.0,1.0,105.62
1080,KK Nagar,1573.0,2.0,1.0,93.37
1081,KK Nagar,1438.0,2.0,1.0,137.5
1082,Adyar,925.0,1.0,1.0,74.88
1083,Chrompet,1280.0,2.0,1.0,107.0
1084,Adyar,947.0,1.0,1.0,89.31
1085,T Nagar,1981.0,2.0,1.0,139.24
1086,KK Nagar,1554.0,2.0,1.0,94.44
1087,Velachery,1762.0,2.0,1.0,89.0
1088,Anna Nagar,1835.0,2.0,1.0,126.05
1089,KK Nagar,1351.0,2.0,1.0,99.15
1090,Chrompet,750.0,1.0,1.0,79.55
1091,Velachery,1598.0,2.0,1.0,130.87
1092,Velachery,1856.0,3.0,2.0,94.3
1093,Velachery,1584.0,2.0,1.0,81.83
1094,Adyar,852.0,1.0,1.0,83.56
1095,Karapakkam,1650.0,2.0,2.0,105.54
1096,Karapakkam,1606.0,2.0,2.0,75.57
1097,Adyar,1152.0,1.0,1.0,100.09
1098,KK Nagar,1763.0,2.0,1.0,121.82
1099,Anna Nagar,1969.0,2.0,1.0,229.16
1100,Adyar,994.0,1.0,1.0,72.06
1101,T Nagar,1566.0,1.0,1.0,112.25
1102,Chrompet,914.0,1.0,1.0,120.1
1103,Anna Nagar,1757.0,1.0,1.0,118.4
1104,Adyar,1241.0,2.0,2.0,105.69
1105,Velachery,1926.0,3.0,2.0,148.15
1106,Velachery,1531.0,2.0,1.0,67.45
1107,Adyar,928.0,1.0,1.0,105.96
